Status,Last Updated,Jurisdiction Status,Jurisdiction Last Updated,State,County,Jurisdiction,Parent Jurisdiction,Abbreviated District Name,Full District Name,Effective Start Date,Changed or Expired,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot,1-Family Min. Lot Units,1-Family Front Setback,1-Family Front Setback Units,1-Family Side Setback,1-Family Side Setback Units,1-Family Rear Setback,1-Family Rear Setback Units,1-Family Max. Lot Coverage - Buildings,1-Family Max. Lot Coverage - Buildings Units,1-Family Max. Lot Coverage - Buildings & Impervious Surface,1-Family Max. Lot Coverage - Buildings & Impervious Surface Units,1-Family Min. # Parking Spaces,1-Family Min. # Parking Spaces Units,1-Family Max. Stories,1-Family Max. Stories Units,1-Family Max. Height,1-Family Max. Height Units,1-Family Floor to Area Ratio,1-Family Floor to Area Ratio Units,1-Family Min. Unit Size,1-Family Min. Unit Size Units,2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot,2-Family Min. Lot Units,2-Family Max. Density,2-Family Max. Density Units,2-Family Front Setback,2-Family Front Setback Units,2-Family Side Setback,2-Family Side Setback Units,2-Family Rear Setback,2-Family Rear Setback Units,2-Family Max. Lot Coverage - Buildings,2-Family Max. Lot Coverage - Buildings Units,2-Family Max. Lot Coverage - Buildings & Impervious Surface,2-Family Max. Lot Coverage - Buildings & Impervious Surface Units,2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per Studio or 1BR Units,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Min. # Parking Spaces Per 2+ BR Units,2-Family Max. Stories,2-Family Max. Stories Units,2-Family Max. Height,2-Family Max. Height Units,2-Family Floor to Area Ratio,2-Family Floor to Area Ratio Units,2-Family Min. Unit Size,2-Family Min. Unit Size Units,3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot,3-Family Min. Lot Units,3-Family Max. Density,3-Family Max. Density Units,3-Family Front Setback,3-Family Front Setback Units,3-Family Side Setback,3-Family Side Setback Units,3-Family Rear Setback,3-Family Rear Setback Units,3-Family Max. Lot Coverage - Buildings,3-Family Max. Lot Coverage - Buildings Units,3-Family Max. Lot Coverage - Buildings & Impervious Surface,3-Family Max. Lot Coverage - Buildings & Impervious Surface Units,3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per Studio or 1BR Units,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Min. # Parking Spaces Per 2+ BR Units,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Stories,3-Family Max. Stories Units,3-Family Max. Height,3-Family Max. Height Units,3-Family Floor to Area Ratio,3-Family Floor to Area Ratio Units,3-Family Min. Unit Size,3-Family Min. Unit Size Units,3-Family Max. Bedrooms Per Unit,3-Family Max. Bedrooms Per Unit Units,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot,4+-Family Min. Lot Units,4+-Family Max. Density,4+-Family Max. Density Units,4+-Family Front Setback,4+-Family Front Setback Units,4+-Family Side Setback,4+-Family Side Setback Units,4+-Family Rear Setback,4+-Family Rear Setback Units,4+-Family Max. Lot Coverage - Buildings,4+-Family Max. Lot Coverage - Buildings Units,4+-Family Max. Lot Coverage - Buildings & Impervious Surface,4+-Family Max. Lot Coverage - Buildings & Impervious Surface Units,4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per Studio or 1BR Units,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Min. # Parking Spaces Per 2+ BR Units,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Stories,4+-Family Max. Stories Units,4+-Family Max. Height,4+-Family Max. Height Units,4+-Family Floor to Area Ratio,4+-Family Floor to Area Ratio Units,4+-Family Min. Unit Size,4+-Family Min. Unit Size Units,4+-Family Max. Bedrooms,4+-Family Max. Bedrooms Units,4+-Family Max. Units,4+-Family Max. Units Units,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot,AH Min. Lot Units,AH Max. Density,AH Max. Density Units,AH Min. Parking Spaces Per Studio or 1BR,AH Min. Parking Spaces Per Studio or 1BR Units,AH Min. Parking Spaces Per 2+ BR,AH Min. Parking Spaces Per 2+ BR Units,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size,AH Min. Unit Size Units,AH Max. Bedrooms,AH Max. Bedrooms Units,AH Max. Units,AH Max. Units Units,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot,ADU Min. Lot Units,ADU Min. Parking Spaces,ADU Min. Parking Spaces Units,"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Percent Main Unit,ADU Max. Percent Main Unit Units,ADU Max. Size,ADU Max. Size Units,ADU Max. Bedrooms,ADU Max. Bedrooms Units,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot,PRD Min. Lot Units,PRD Max. Density,PRD Max. Density Units,PRD Max. Units,PRD Max. Units Units,Special Notes,Tooltip Notes
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CG-7.5,"General Commercial - 7,500 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,45; 120 in Hilo,Alternatives,,Alternatives,,Alternatives,No,No,0.17,Acres per 2-Family,12,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45; 120 in Hilo,Alternatives,,Alternatives,,Alternatives,No,No,0.17,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.17,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.17,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; The height limit in the City of Hilo shall be one hundred twenty feet; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CN-10,"Neighborhood Commercial - 10,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.23,Acres per 2-Family,8,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.23,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.23,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.23,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CN-20,"Neighborhood Commercial - 20,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.46,Acres per 2-Family,4,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.46,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.46,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.46,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CN-40,"Neighborhood Commercial - 40,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.92,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.92,Acres per 2-Family,2,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,4,Spaces per Unit,4,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.92,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.92,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.92,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CN-7.5,"Neighborhood Commercial - 7,500 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.17,Acres per 2-Family,12,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,40,Feet,,Alternatives,,Alternatives,No,No,0.17,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.17,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,40,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.17,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM, RCX or V district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM, RCX or V district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-10,"Village Commercial - 10,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.23,Acres per 2-Family,8,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.23,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.23,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.23,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-15,"Village Commercial - 15,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-1a,Village Commercial - 1 acre,2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,1,Acres per 2-Family,2,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,1,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,1,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,1,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-20,"Village Commercial - 20,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.46,Acres per 2-Family,4,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.46,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.46,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.46,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-38,"Village Commercial - 38,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.87,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.87,Acres per 2-Family,2,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.87,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.87,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Alternatives,1.25,Alternatives,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.87,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-40,"Village Commercial - 40,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.92,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.92,Acres per 2-Family,2,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.92,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.92,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.92,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,CV-7.5,"Village Commercial - 7,500 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,Acres,15,Feet,,Feet,15,Feet,,N/A,,Alternatives,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.17,Acres per 2-Family,12,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.17,Acres per 3-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.17,Acres per 4+-Family,35,Units per Acre,15,Feet,,Feet,15,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,30,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.17,Acres per PRD,35,Units per Acre,,Alternatives,"3/4+-Housing - permitted provided that the maximum density shall be one thousand two hundred fifty square feet of land area per rentable unit or dwelling unit; Side yards, , except where the adjoining building site is in an RS, RD, RM or RCX district. Where the side yard adjoins the side yard of a building site in an RS, RD, RM or RCX district, there shall be a side yard which conforms to the side yard requirements for dwelling use of the adjoining district.",
